uniqueDri,uniqueTa,drugName,targetName,organism
Cc1cc(C)c2cc1C(=O)NCCCOc1cccc(c1)Sc1cc-2nc(N)n1,,Dipicolinic acid,,Homo sapiens (Human).
Nc1nc(N)nc(-c2ccccc2Cl)n1,,"6-(2-Chlorophenyl)-1,3,5-triazine-2,4-diamine",,Homo sapiens (Human).
COC(=O)[C@@H](NC(C)=O)[C@@H](C)O[C@H]1O[C@H](CO[C@]2(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)c3ccc(F)cc3)O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,,Colforsin,,Human papillomavirus type 16.
O=S(=O)(O)Oc1c[nH]c2ccccc12,,Indoxyl sulfate,,Homo sapiens (Human).
CCN(CC)Cc1ccc(OC2CCN(C(C)C)CC2)cc1,,Lurtotecan,,Homo sapiens (Human).
COCC(=O)N[C@@H]1CCC[C@H](Nc2nc(-c3c[nH]c4ncc(Cl)cc34)ncc2F)C1,,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145).
CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](Cc1cn(C)c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)O)[C@@H](C)O)C(C)C,,Ac-ICV(1MeW)QDWGAHRCT-NH2,,Homo sapiens (Human).
COc1cc(C(=O)OC2CC3CCC2(C)C3(C)I)ccc1O,,Hydroquinidine,,Homo sapiens (Human).
O=C(NC1CCN(CC(F)(F)F)CC1)c1ccc(N2CCNCC2)nc1,,Taribavirin,,Homo sapiens (Human).
COc1cccc(-n2nnnc2SCC(=O)Nc2c(C)cc(C)cc2C)c1,,CBKinase1_001884,,Homo sapiens (Human).
C=CCC1/C=C(\C)CCCOC(=O)OC(=O)C2CC[C@@H](O2)C(=O)C(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O,,Voacamine,,Homo sapiens (Human).
C=Cc1ccoc1Cn1ccnc1CCc1c(Cl)c(O)cc(O)c1C(=O)OC,,7-Deazaguanine,,Homo sapiens (Human).
COc1cc2ncc(-c3ccc(CC(=O)Nc4cc(C5(C(F)(F)F)CC5)on4)c(F)c3)nc2cc1OCCO,,"US9725465, Example 80",,Rattus norvegicus (Rat).
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,,PARAOXON,,Aquifex aeolicus (strain VF5).
CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)O)C(C)C,,Gadofosveset trisodium,,Bos taurus (Bovine).
CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccc(C)cc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CS)NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)C(=O)OC,,6-Carboxymethyluracil,,Mus musculus (Mouse).
CC(C)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,Zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,,Mus musculus (Mouse).
O=C([C@@H]1C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(CCCO)C1)N1CCN(c2ccccn2)CC1,,Fosinopril,,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)
O=C(NCc1ccccc1)c1cnc2ccccc2n1,,N-benzylquinoxaline-2-carboxamide,,Homo sapiens (Human).
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,2-Chlorodideoxyadenosine,,Gallus gallus (Chicken).
CC(C)C[C@@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CC(=O)NC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,,Modified Ribosylated Glutamyl Ester,,Cavia porcellus (Guinea pig).
O=C(NC1CCN(CC(F)(F)F)CC1)c1ccc(N2CCOCC2)nc1,,Valrubicin,,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh).
c1ccc2c(c1)[nH]c1ccnc(NCC3CC3)c12,,Talviraline,,Homo sapiens (Human).
C=C1CC(c2ccc(N=C(N)N)cc2)C(NC(=O)c2ccccc2)C(=O)O1,,Niflumic acid,,Homo sapiens (Human).
C[C@H]1C[C@@]2(O[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@H](O)CC[C@]6(C)[C@H]5[C@@H](O)C[C@]4(C)[C@H]3[C@@]2(C)O)OC1(C)C,,Hippuristanol,,Homo sapiens (Human).
c1ccc2c(c1)[c+]1ccn2CCCCCn2cc[c+](c3ccccc32)NCCCCCN1,,UCL1848,,Homo sapiens (Human).
Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(O)ccc12,,"3-benzyl-7-hydroxy-4,8-dimethyl-2H-chromen-2-one",,Homo sapiens (Human).
COC(=O)c1c(O)ccc(O)c1C(=O)c1c(O)cc2c(c1O)C1=CC[C@]3(C2)C(C1=O)C(=O)c1c(O)cc(C)cc1[C@@H]3OC(C)=O,,Promegestone,,Homo sapiens (Human).
c1csc(-c2cnc3c(N4CCOCC4)snc3c2)c1,,N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,,Homo sapiens (Human).
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,,GSK-1004723,,Homo sapiens (Human).
Cc1ccc(C[n+]2csc(CCO)c2)c(N)n1,,S-adenosyl-L-homocysteine,,Homo sapiens (Human).
CO[C@H]1C=CC=C(C)C(=O)Nc2cc(O)c(N=CCc3cnc[nH]3)c(c2O)C[C@@H](C)C[C@H](OC)[C@H](OC)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O,,Aluminium clofibrate,,Homo sapiens (Human).
CC(C)[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,,Rosiglitazone,,Homo sapiens (Human).
COc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc1,,Theophylline,,Homo sapiens (Human).
CC1=CN(C)C2=NC(N)NC(=O)C2=C1,,Inhibitor Idd 384,,Plasmodium falciparum (isolate 3D7).
C[C@@](O[C@@H]1CC(C(=O)[O-])=C[C@@H](OP(=O)([O-])[O-])[C@H]1O)(C(=O)[O-])P(=O)([O-])[O-],,Histamine,,Homo sapiens (Human).
CCN1CCN(CCOc2cc3ncc(-c4ccc(CC(=O)Nc5cc(C6(C(F)(F)F)CC6)on5)c(F)c4)nc3cc2OC)CC1,,"US9725465, Example 105",,Homo sapiens (Human).
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]1CCCNC(=O)CC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC1=O,,Inarigivir,,Homo sapiens (Human).
CN(C)c1cccc2c(S(=O)(=O)NCCNC(=NC#N)NCCCOc3cccc(CN4CCCCC4)c3)cccc12,,AZD-8418,,Homo sapiens (Human).
NC(N)=NCCC[C@H](N)C(=O)N[C@@H](Cc1cccs1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,,2-Aminoquinazolin-4(3h)-One,,Homo sapiens (Human).
S=C(NCCc1ccccc1)NCCc1cnc[nH]1,,163565-07-9,,Homo sapiens (Human).
O=c1c2ccccc2nc(-c2ccc(OS(=O)(=O)O)cc2)n1CCCCn1cc(Cn2c(-c3ccc(OS(=O)(=O)O)cc3)nc3ccccc3c2=O)nn1,,Petesicatib,,Homo sapiens (Human).
C=CCNc1nc(NCc2ccc(C3CCCCC3)cc2)nc2c1ncn2CC(=O)O,,Merimepodib,,Homo sapiens (Human).
CN1C[C@H](C(=O)N2CCN(c3ccccn3)CC2)C[C@@H]2c3cccc4[nH]c(Cl)c(c34)C[C@H]21,,Aprepitant,,Homo sapiens (Human).
CC(C)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C1CCCCC1,,"proline scaffold, 33",,Homo sapiens (Human).
CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCC(c2ccccc2)=C1CCC(C)C,,Urolithin A,,Homo sapiens (Human).
CC(=O)NN[C@H]1CSSSSC[C@@H]2NC(=O)[C@@H]3CSSSSC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)C(N)=O)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@@H]4CSSSSC[C@H](NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C@H](CSSSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC2=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N4,,Castanospermine,,Homo sapiens (Human).
CN(C)CCC1=CCc2ccccc21,,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,,Homo sapiens (Human).
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,2-Oxo-3-Pentenoic Acid,,Homo sapiens (Human).
OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O,,Ortataxel,,Homo sapiens (Human).
CCCCSc1ccccc1C1N=C(SC)Nc2coc(O)c21,,N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,,Homo sapiens (Human).
O=C(O)CCCCCCCCCn1ccnc1,,10-(1H-imidazol-1-yl)decanoic acid,,Homo sapiens (Human).
CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,,79558-09-1,,Homo sapiens (Human).
Cc1nc2ccccc2n1CCOc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,,Disopyramide,,Homo sapiens (Human).
O=S(=O)([O-])c1cc(N=C=S)ccc1/C=C/c1ccc(N=C=S)cc1S(=O)(=O)[O-],,dids,,Homo sapiens (Human).
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2sccc21,,Apricitabine,,Homo sapiens (Human).
CCOC(=O)CNCC(O)COc1cccc2ccccc12,,Sodium glycerophosphate,,Homo sapiens (Human).
NCCCC[C@@H](NC(=O)CCCCCNC(=O)c1ccc(C(N)=O)cc1)C(=O)NCCCCCC(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(N)=O,,Levocabastine,,Homo sapiens (Human).
OC(CNC1CC1)COc1ccc(-c2ncc[nH]2)cc1,,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",,Homo sapiens (Human).
O=[N+]([O-])c1c(Nc2cc(F)cc(F)c2)ccc2nonc12,,BMS-275183,,Homo sapiens (Human).
Nc1nc2[nH]c(SCc3ccc(F)cc3F)nc2c(=O)[nH]1,,Deslanoside,,Sus scrofa (Pig).
C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H]2CCCCN2C(=O)[C@@H]([C@H](C)OP(=O)(O)O)NC(=O)CN(C)C(=O)[C@@H](C)NC(=O)c2cc3cc(c2)C(=O)NC[C@H](NC(=O)[C@@H](C)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)CNC3=O,,2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID,,Homo sapiens (Human).
c1cncc(CNCCCCCCNCCCCCCCCNCCCCCCNCc2cccnc2)c1,,2-Fluoroaniline,,Homo sapiens (Human).
CN(C)CCCn1c(-c2c[nH]nc2-c2ccccc2)nc2cc(-c3ccc(C(=O)O)cc3)ccc21,,"Benzimidazole Inhibitor, 1",,Homo sapiens (Human).
Fc1cccc(C2NCCc3sccc32)c1,,Doxacurium,,Homo sapiens (Human).
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)[C@@H](C)O,,2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE,,Homo sapiens (Human).
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]([C@H](C)CN2CC3CCC(C2)O3)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,,Homo sapiens (Human).
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cccc(C(C)(C)C)c4)c3)c2cc1OC,,Etamsylate,,Homo sapiens (Human).
N#C[C@@]1(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCCC2)CCN(CCc2ccccc2)C1,,Padeliporfin,,Homo sapiens (Human).
O=c1c2ccccc2c(Cc2ccc(O)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,,"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",,Homo sapiens (Human).
O=C(NO)c1c[nH]c(NCc2ccccc2)nc1=O,,Doxefazepam,,Homo sapiens (Human).
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,,(S)-2-Tetrahydrofuroic acid,,Homo sapiens (Human).
O=C(O)c1cccc(/C=C/c2ccc(O)cc2Cl)c1,,Ouabain,,Homo sapiens (Human).
COc1cc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc(C(F)(F)F)c1,,"1-(3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl)-3-(3-methoxy-5-(trifluoromethyl)phenyl)urea",,Homo sapiens (Human).
COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,,N(6)-dimethylallyladenine,,Homo sapiens (Human).
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,,doxazosin,,Homo sapiens (Human).
CC(=O)Nc1ccc(C[C@@H](NC(=O)[C@@H](Cc2ccc(CNC(=O)[C@@H]3CC(=O)NC(=O)N3)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)cc1,,Pentoxifylline,,Homo sapiens (Human).
CO[C@@H]1CC/C=C/c2cccc(c2)COC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc2cccc(O)c2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,,Vincristine,,Homo sapiens (Human).
CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O,,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",,Homo sapiens (Human).
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)nn4-c4ccccc4)c3)c2cc1OC,,LY-377604,,Homo sapiens (Human).
Cc1ccc(CN2CCC[C@@H](NC(=O)N3CCc4[nH]nc(-c5ccncc5)c4C3)C2)s1,,Calcium citrate,,Homo sapiens (Human).
CSC1=NC2c3ccccc3SCCCCCOC(=O)C2C(C)=N1,,Demoxytocin,,Homo sapiens (Human).
COc1nc2ccc([C@](O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1OCC(F)(F)F,,Venetoclax,,Homo sapiens (Human).
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1,,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",,Homo sapiens (Human).
CN(C(=O)CCCc1ccc(N=[N+]=[N-])cc1)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,,Chlorquinaldol,,Homo sapiens (Human).
CCCn1nc(C(C)(C)C)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,UR-7280,,Homo sapiens (Human).
Cc1ccc2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC(C)(C)C(=O)N4CCN(C(=N)NCCCCCCN)CC4)c3Cl)c2n1,,Armodafinil,,Homo sapiens (Human).
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(C)C)CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(=O)COCC(=O)Nc2ccc(CCC(=O)N3CCC3=O)cc2)NC1=O,,Elobixibat,,Homo sapiens (Human).
NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)O)cc1,,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",,Homo sapiens (Human).
COc1ccc(/C=C/C(=O)NCCNC(=O)/C=C/c2ccc(OC)cc2OC)c(OC)c1,,Fluprednidene,,Homo sapiens (Human).
Brc1cccc(C2CC(c3cccc(I)c3)n3nnnc3N2)c1,,N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE,,Homo sapiens (Human).
CN(C)c1ccc2c(CC(=O)NCCNC(=O)[C@@]3(C)CC[C@]4(C)CC[C@]5(C)C(=CC(=O)[C@@H]6[C@@]7(C)CC[C@H](O)C(C)(C)[C@@H]7CC[C@]65C)[C@@H]4C3)cc(=O)oc2c1,,N-Hydroxy-N-Isopropyloxamic Acid,,Homo sapiens (Human).
O=C(c1ccc(O)cc1O)c1ccc(O)c(O)c1O,,92379-42-5,,Homo sapiens (Human).
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,,chrysin,,Homo sapiens (Human).
C[C@@H](O)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCNC(=O)c1ccc(N=C=S)cc1C1c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,Indobufen,,Homo sapiens (Human).
NCCCC[C@@H](NC(=O)[C@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1)C(=O)N1CCN(c2ccncc2)CC1,,ORG-34517,,Homo sapiens (Human).
COc1cc2nc(-c3ccc(CC(=O)Nc4cc(C5(C(F)(F)F)CC5)on4)c(F)c3)cnc2cc1OCC(C)(C)O,,"US9725465, Example 249",,Homo sapiens (Human).
CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,,Fosmanogepix,,Homo sapiens (Human).
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)F)no4)c3)ncnc2cc1OCCN1CCOCC1,,2-O-Methyl-beta-L-fucopyranose,,Homo sapiens (Human).
O=C(O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)c(Cl)c2)n1,,158941-10-7,,Homo sapiens (Human).
Nc1sc(-c2cncnc2)cc1C(=O)c1ccc(Cl)cc1,,Binimetinib,,Homo sapiens (Human).
CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2cccc(CC(=O)O)c2)C(=O)N(C2CCCCCC2)c2ccccc21,,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",,Homo sapiens (Human).
C=CCC1/C=C(\C)CCOC(=O)OC(=O)C2CC[C@@H](O2)C(=O)C(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O,,Imidocarb,,Rattus norvegicus (Rat).
COc1cc(NC(=O)CSc2nncn2C)cc(OC)c1OC,,CBKinase1_009291,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv).
Cn1c(=O)c2c(ncn2C)n(C)c1=O,,caffeine,,Homo sapiens (Human).
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,progesterone,,Homo sapiens (Human).
O=C(c1ccc(OCCCN2CCC(Cc3cnc[nH]3)CC2)cc1)N1CCCCC1,,"2'-Deoxyuridine 5'-alpha,beta-imido-triphosphate",,Homo sapiens (Human).
OC1C[C@@H]2CCCC[C@H]2CC1N1CCC(c2ccccc2I)CC1,,Liarozole,,Homo sapiens (Human).
C[C@@H](OP(=O)(O)O)[C@H](NC(=O)CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1)C(=O)N1CC=C[C@H]1C(N)=O,,Lorlatinib,,Homo sapiens (Human).
CSC1OC(CO)C(O)C(n2cc(C(=O)NCc3ccccc3)nn2)C1O,,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",,Homo sapiens (Human).
COc1ccc(-c2cnc3c(NC(=O)c4ccccc4)snc3c2)cc1OC,,GSK-376501,,Homo sapiens (Human).
